"region";"husholdningstype";"tid";"statistikkvariabel";"verdi"
"1422 Lærdal";"0001 Aleneboende";"2011";"Husholdninger";323
"1422 Lærdal";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";237000
"1422 Lærdal";"0001 Aleneboende";"2012";"Husholdninger";314
"1422 Lærdal";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";251000
"1422 Lærdal";"0002 Par uten barn";"2005";"Husholdninger";199
"1422 Lærdal";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";370000
"1422 Lærdal";"0002 Par uten barn";"2006";"Husholdninger";215
"1422 Lærdal";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";407000
"1422 Lærdal";"0002 Par uten barn";"2007";"Husholdninger";228
"1422 Lærdal";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";450000
"1422 Lærdal";"0002 Par uten barn";"2008";"Husholdninger";220
"1422 Lærdal";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";481000
"1422 Lærdal";"0002 Par uten barn";"2009";"Husholdninger";227
"1422 Lærdal";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";481000
"1422 Lærdal";"0002 Par uten barn";"2010";"Husholdninger";228
"1422 Lærdal";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";500000
"1422 Lærdal";"0002 Par uten barn";"2011";"Husholdninger";218
"1422 Lærdal";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";531000
"1422 Lærdal";"0002 Par uten barn";"2012";"Husholdninger";222
"1422 Lærdal";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";555000
"1422 Lærdal";"0003 Par med barn 0-17 år";"2005";"Husholdninger";206
"1422 Lærdal";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";493000
"1422 Lærdal";"0003 Par med barn 0-17 år";"2006";"Husholdninger";208
"1422 Lærdal";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";529000
"1422 Lærdal";"0003 Par med barn 0-17 år";"2007";"Husholdninger";207
"1422 Lærdal";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";569000
"1422 Lærdal";"0003 Par med barn 0-17 år";"2008";"Husholdninger";213
"1422 Lærdal";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";603000
"1422 Lærdal";"0003 Par med barn 0-17 år";"2009";"Husholdninger";211
"1422 Lærdal";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";633000
"1422 Lærdal";"0003 Par med barn 0-17 år";"2010";"Husholdninger";206
"1422 Lærdal";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";653000
"1422 Lærdal";"0003 Par med barn 0-17 år";"2011";"Husholdninger";201
"1422 Lærdal";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";690000
"1422 Lærdal";"0003 Par med barn 0-17 år";"2012";"Husholdninger";196
"1422 Lærdal";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";710000
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";37
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";275000
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";39
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";309000
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";43
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";298000
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";42
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";331000
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";41
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";356000
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";43
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";367000
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";36
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";382000
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";45
"1422 Lærdal";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";396000
"1424 Årdal";"0000 Alle husholdninger";"2005";"Husholdninger";2406
"1424 Årdal";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";349000
"1424 Årdal";"0000 Alle husholdninger";"2006";"Husholdninger";2400
"1424 Årdal";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";369000
"1424 Årdal";"0000 Alle husholdninger";"2007";"Husholdninger";2455
"1424 Årdal";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";384000
"1424 Årdal";"0000 Alle husholdninger";"2008";"Husholdninger";2507
"1424 Årdal";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";414000
"1424 Årdal";"0000 Alle husholdninger";"2009";"Husholdninger";2564
"1424 Årdal";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";412000
"1424 Årdal";"0000 Alle husholdninger";"2010";"Husholdninger";2585
"1424 Årdal";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";418000
"1424 Årdal";"0000 Alle husholdninger";"2011";"Husholdninger";0
"1424 Årdal";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";0
"1424 Årdal";"0000 Alle husholdninger";"2012";"Husholdninger";2532
"1424 Årdal";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";456000
"1424 Årdal";"0001 Aleneboende";"2005";"Husholdninger";845
"1424 Årdal";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";197000
"1424 Årdal";"0001 Aleneboende";"2006";"Husholdninger";834
"1424 Årdal";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";201000
"1424 Årdal";"0001 Aleneboende";"2007";"Husholdninger";885
"1424 Årdal";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";216000
"1424 Årdal";"0001 Aleneboende";"2008";"Husholdninger";927
"1424 Årdal";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";241000
"1424 Årdal";"0001 Aleneboende";"2009";"Husholdninger";993
"1424 Årdal";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";242000
"1424 Årdal";"0001 Aleneboende";"2010";"Husholdninger";1040
"1424 Årdal";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";250000
"1424 Årdal";"0001 Aleneboende";"2011";"Husholdninger";1039
"1424 Årdal";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";261000
"1424 Årdal";"0001 Aleneboende";"2012";"Husholdninger";998
"1424 Årdal";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";269000
"1424 Årdal";"0002 Par uten barn";"2005";"Husholdninger";675
"1424 Årdal";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";394000
"1424 Årdal";"0002 Par uten barn";"2006";"Husholdninger";688
"1424 Årdal";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";406000
"1424 Årdal";"0002 Par uten barn";"2007";"Husholdninger";684
"1424 Årdal";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";433000
"1424 Årdal";"0002 Par uten barn";"2008";"Husholdninger";691
"1424 Årdal";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";475000
"1424 Årdal";"0002 Par uten barn";"2009";"Husholdninger";694
"1424 Årdal";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";488000
"1424 Årdal";"0002 Par uten barn";"2010";"Husholdninger";677
"1424 Årdal";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";504000
"1424 Årdal";"0002 Par uten barn";"2011";"Husholdninger";674
"1424 Årdal";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";529000
"1424 Årdal";"0002 Par uten barn";"2012";"Husholdninger";674
"1424 Årdal";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";551000
"1424 Årdal";"0003 Par med barn 0-17 år";"2005";"Husholdninger";525
"1424 Årdal";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";561000
"1424 Årdal";"0003 Par med barn 0-17 år";"2006";"Husholdninger";529
"1424 Årdal";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";591000
"1424 Årdal";"0003 Par med barn 0-17 år";"2007";"Husholdninger";537
"1424 Årdal";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";622000
"1424 Årdal";"0003 Par med barn 0-17 år";"2008";"Husholdninger";538
"1424 Årdal";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";685000
"1424 Årdal";"0003 Par med barn 0-17 år";"2009";"Husholdninger";540
"1424 Årdal";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";691000
"1424 Årdal";"0003 Par med barn 0-17 år";"2010";"Husholdninger";544
"1424 Årdal";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";712000
"1424 Årdal";"0003 Par med barn 0-17 år";"2011";"Husholdninger";550
"1424 Årdal";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";729000
"1424 Årdal";"0003 Par med barn 0-17 år";"2012";"Husholdninger";541
"1424 Årdal";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";735000
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";120
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";306000
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";114
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";318000
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";110
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";336000
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";104
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";354000
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";89
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";374000
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";98
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";383000
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";95
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";397000
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";97
"1424 Årdal";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";409000
"1426 Luster";"0000 Alle husholdninger";"2005";"Husholdninger";1858
"1426 Luster";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";326000
"1426 Luster";"0000 Alle husholdninger";"2006";"Husholdninger";1903
"1426 Luster";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";349000
"1426 Luster";"0000 Alle husholdninger";"2007";"Husholdninger";1909
"1426 Luster";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";376000
"1426 Luster";"0000 Alle husholdninger";"2008";"Husholdninger";1915
"1426 Luster";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";408000
"1426 Luster";"0000 Alle husholdninger";"2009";"Husholdninger";1942
"1426 Luster";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";418000
"1426 Luster";"0000 Alle husholdninger";"2010";"Husholdninger";1985
"1426 Luster";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";427000
"1426 Luster";"0000 Alle husholdninger";"2011";"Husholdninger";1997
"1426 Luster";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";445000
"1426 Luster";"0000 Alle husholdninger";"2012";"Husholdninger";2032
"1426 Luster";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";466000
"1426 Luster";"0001 Aleneboende";"2005";"Husholdninger";642
"1426 Luster";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";153000
"1426 Luster";"0001 Aleneboende";"2006";"Husholdninger";641
"1426 Luster";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";163000
"1426 Luster";"0001 Aleneboende";"2007";"Husholdninger";652
"1426 Luster";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";178000
"1426 Luster";"0001 Aleneboende";"2008";"Husholdninger";654
"1426 Luster";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";195000
"1426 Luster";"0001 Aleneboende";"2009";"Husholdninger";659
"1426 Luster";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";203000
"1426 Luster";"0001 Aleneboende";"2010";"Husholdninger";678
"1426 Luster";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";209000
"1426 Luster";"0001 Aleneboende";"2011";"Husholdninger";685
"1426 Luster";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";223000
"1426 Luster";"0001 Aleneboende";"2012";"Husholdninger";712
"1426 Luster";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";235000
"1426 Luster";"0002 Par uten barn";"2005";"Husholdninger";422
"1426 Luster";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";343000
"1426 Luster";"0002 Par uten barn";"2006";"Husholdninger";457
"1426 Luster";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";366000
"1426 Luster";"0002 Par uten barn";"2007";"Husholdninger";474
"1426 Luster";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";400000
"1426 Luster";"0002 Par uten barn";"2008";"Husholdninger";479
"1426 Luster";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";430000
"1426 Luster";"0002 Par uten barn";"2009";"Husholdninger";494
"1426 Luster";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";445000
"1426 Luster";"0002 Par uten barn";"2010";"Husholdninger";490
"1426 Luster";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";464000
"1426 Luster";"0002 Par uten barn";"2011";"Husholdninger";473
"1426 Luster";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";489000
"1426 Luster";"0002 Par uten barn";"2012";"Husholdninger";497
"1426 Luster";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";534000
"1426 Luster";"0003 Par med barn 0-17 år";"2005";"Husholdninger";504
"1426 Luster";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";475000
"1426 Luster";"0003 Par med barn 0-17 år";"2006";"Husholdninger";519
"1426 Luster";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";498000
"1426 Luster";"0003 Par med barn 0-17 år";"2007";"Husholdninger";511
"1426 Luster";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";540000
"1426 Luster";"0003 Par med barn 0-17 år";"2008";"Husholdninger";498
"1426 Luster";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";581000
"1426 Luster";"0003 Par med barn 0-17 år";"2009";"Husholdninger";492
"1426 Luster";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";598000
"1426 Luster";"0003 Par med barn 0-17 år";"2010";"Husholdninger";495
"1426 Luster";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";616000
"1426 Luster";"0003 Par med barn 0-17 år";"2011";"Husholdninger";493
"1426 Luster";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";631000
"1426 Luster";"0003 Par med barn 0-17 år";"2012";"Husholdninger";478
"1426 Luster";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";666000
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";62
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";261000
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";62
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";258000
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";67
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";301000
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";67
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";329000
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";62
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";343000
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";77
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";355000
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";86
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";353000
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";86
"1426 Luster";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";367000
"1428 Askvoll";"0000 Alle husholdninger";"2005";"Husholdninger";1222
"1428 Askvoll";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";310000
"1428 Askvoll";"0000 Alle husholdninger";"2006";"Husholdninger";1246
"1428 Askvoll";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";316000
"1428 Askvoll";"0000 Alle husholdninger";"2007";"Husholdninger";1222
"1428 Askvoll";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";344000
"1428 Askvoll";"0000 Alle husholdninger";"2008";"Husholdninger";1218
"1428 Askvoll";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";388000
"1428 Askvoll";"0000 Alle husholdninger";"2009";"Husholdninger";1212
"1428 Askvoll";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";388000
"1428 Askvoll";"0000 Alle husholdninger";"2010";"Husholdninger";1217
"1428 Askvoll";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";409000
"1428 Askvoll";"0000 Alle husholdninger";"2011";"Husholdninger";1218
"1428 Askvoll";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";435000
"1428 Askvoll";"0000 Alle husholdninger";"2012";"Husholdninger";1226
"1428 Askvoll";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";467000
"1428 Askvoll";"0001 Aleneboende";"2005";"Husholdninger";420
"1428 Askvoll";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";147000
"1428 Askvoll";"0001 Aleneboende";"2006";"Husholdninger";445
"1428 Askvoll";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";154000
"1428 Askvoll";"0001 Aleneboende";"2007";"Husholdninger";437
"1428 Askvoll";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";167000
"1428 Askvoll";"0001 Aleneboende";"2008";"Husholdninger";432
"1428 Askvoll";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";182000
"1428 Askvoll";"0001 Aleneboende";"2009";"Husholdninger";433
"1428 Askvoll";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";188000
"1428 Askvoll";"0001 Aleneboende";"2010";"Husholdninger";424
"1428 Askvoll";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";202000
"1428 Askvoll";"0001 Aleneboende";"2011";"Husholdninger";422
"1428 Askvoll";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";214000
"1428 Askvoll";"0001 Aleneboende";"2012";"Husholdninger";429
"1428 Askvoll";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";226000
"1428 Askvoll";"0002 Par uten barn";"2005";"Husholdninger";307
"1428 Askvoll";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";314000
"1428 Askvoll";"0002 Par uten barn";"2006";"Husholdninger";322
"1428 Askvoll";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";339000
"1428 Askvoll";"0002 Par uten barn";"2007";"Husholdninger";322
"1428 Askvoll";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";368000
"1428 Askvoll";"0002 Par uten barn";"2008";"Husholdninger";330
"1428 Askvoll";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";407000
"1428 Askvoll";"0002 Par uten barn";"2009";"Husholdninger";334
"1428 Askvoll";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";420000
"1428 Askvoll";"0002 Par uten barn";"2010";"Husholdninger";337
"1428 Askvoll";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";430000
"1428 Askvoll";"0002 Par uten barn";"2011";"Husholdninger";337
"1428 Askvoll";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";460000
"1428 Askvoll";"0002 Par uten barn";"2012";"Husholdninger";348
"1428 Askvoll";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";500000
"1428 Askvoll";"0003 Par med barn 0-17 år";"2005";"Husholdninger";293
"1428 Askvoll";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";522000
"1428 Askvoll";"0003 Par med barn 0-17 år";"2006";"Husholdninger";294
"1428 Askvoll";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";523000
"1428 Askvoll";"0003 Par med barn 0-17 år";"2007";"Husholdninger";285
"1428 Askvoll";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";576000
"1428 Askvoll";"0003 Par med barn 0-17 år";"2008";"Husholdninger";277
"1428 Askvoll";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";620000
"1428 Askvoll";"0003 Par med barn 0-17 år";"2009";"Husholdninger";272
"1428 Askvoll";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";660000
"1428 Askvoll";"0003 Par med barn 0-17 år";"2010";"Husholdninger";261
"1428 Askvoll";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";701000
"1428 Askvoll";"0003 Par med barn 0-17 år";"2011";"Husholdninger";256
"1428 Askvoll";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";720000
"1428 Askvoll";"0003 Par med barn 0-17 år";"2012";"Husholdninger";261
"1428 Askvoll";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";755000
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";31
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";255000
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";26
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";267000
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";23
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";285000
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";26
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";313000
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";30
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";336000
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";37
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";317000
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";37
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";347000
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";35
"1428 Askvoll";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";374000
"1429 Fjaler";"0000 Alle husholdninger";"2005";"Husholdninger";1172
"1429 Fjaler";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";286000
"1429 Fjaler";"0000 Alle husholdninger";"2006";"Husholdninger";1197
"1429 Fjaler";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";294000
"1429 Fjaler";"0000 Alle husholdninger";"2007";"Husholdninger";1196
"1429 Fjaler";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";319000
"1429 Fjaler";"0000 Alle husholdninger";"2008";"Husholdninger";1198
"1429 Fjaler";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";338000
"1429 Fjaler";"0000 Alle husholdninger";"2009";"Husholdninger";1225
"1429 Fjaler";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";338000
"1429 Fjaler";"0000 Alle husholdninger";"2010";"Husholdninger";1288
"1429 Fjaler";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";330000
"1429 Fjaler";"0000 Alle husholdninger";"2011";"Husholdninger";1224
"1429 Fjaler";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";375000
"1429 Fjaler";"0000 Alle husholdninger";"2012";"Husholdninger";1231
"1429 Fjaler";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";389000
"1429 Fjaler";"0001 Aleneboende";"2005";"Husholdninger";451
"1429 Fjaler";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";141000
"1429 Fjaler";"0001 Aleneboende";"2006";"Husholdninger";476
"1429 Fjaler";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";152000
"1429 Fjaler";"0001 Aleneboende";"2007";"Husholdninger";450
"1429 Fjaler";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";171000
"1429 Fjaler";"0001 Aleneboende";"2008";"Husholdninger";485
"1429 Fjaler";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";180000
"1429 Fjaler";"0001 Aleneboende";"2009";"Husholdninger";522
"1429 Fjaler";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";184000
"1429 Fjaler";"0001 Aleneboende";"2010";"Husholdninger";581
"1429 Fjaler";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";181000
"1429 Fjaler";"0001 Aleneboende";"2011";"Husholdninger";540
